date,Chelsea Football Club,Chelsea,isPartial
2016-02-13 16:56:00,0,52,False
2016-02-13 17:04:00,1,51,False
2016-02-13 17:12:00,0,54,False
2016-02-13 17:20:00,0,63,False
2016-02-13 17:28:00,1,84,False
2016-02-13 17:36:00,2,100,False
2016-02-13 17:44:00,2,99,False
2016-02-13 17:52:00,2,99,False
2016-02-13 18:00:00,2,95,False
2016-02-13 18:08:00,2,88,False
2016-02-13 18:16:00,1,87,False
2016-02-13 18:24:00,1,78,False
2016-02-13 18:32:00,2,82,False
2016-02-13 18:40:00,2,85,False
2016-02-13 18:48:00,2,90,False
2016-02-13 18:56:00,2,88,False
2016-02-13 19:04:00,1,91,False
2016-02-13 19:12:00,2,94,False
2016-02-13 19:20:00,2,96,False
2016-02-13 19:28:00,2,88,False
2016-02-13 19:36:00,1,72,False
2016-02-13 19:44:00,1,69,False
2016-02-13 19:52:00,1,62,False
2016-02-13 20:00:00,1,58,False
2016-02-13 20:08:00,1,54,False
2016-02-13 20:16:00,1,53,False
2016-02-13 20:24:00,1,49,False
2016-02-13 20:32:00,1,48,False
2016-02-13 20:40:00,1,45,False
2016-02-13 20:48:00,1,44,False
2016-02-13 20:56:00,1,43,False
2016-02-27 13:04:00,0,26,False
2016-02-27 13:12:00,0,27,False
2016-02-27 13:20:00,0,27,False
2016-02-27 13:28:00,0,27,False
2016-02-27 13:36:00,0,28,False
2016-02-27 13:44:00,0,27,False
2016-02-27 13:52:00,0,29,False
2016-02-27 14:00:00,0,34,False
2016-02-27 14:08:00,0,31,False
2016-02-27 14:16:00,0,32,False
2016-02-27 14:24:00,0,34,False
2016-02-27 14:32:00,0,38,False
2016-02-27 14:40:00,0,44,False
2016-02-27 14:48:00,0,51,False
2016-02-27 14:56:00,0,65,False
2016-02-27 15:04:00,1,65,False
2016-02-27 15:12:00,1,59,False
2016-02-27 15:20:00,0,57,False
2016-02-27 15:28:00,1,55,False
2016-02-27 15:36:00,1,55,False
2016-02-27 15:44:00,1,69,False
2016-02-27 15:52:00,1,60,False
2016-02-27 16:00:00,1,62,False
2016-02-27 16:08:00,1,62,False
2016-02-27 16:16:00,0,66,False
2016-02-27 16:24:00,1,65,False
2016-02-27 16:32:00,1,73,False
2016-02-27 16:40:00,1,72,False
2016-02-27 16:48:00,1,100,False
2016-02-27 16:56:00,1,90,False
2016-02-27 17:04:00,1,70,False
2016-02-27 17:12:00,1,63,False
2016-02-27 17:20:00,1,56,False
2016-02-27 17:28:00,1,53,False
2016-02-27 17:36:00,0,49,False
2016-02-27 17:44:00,1,46,False
2016-02-27 17:52:00,1,44,False
2016-02-27 18:00:00,1,43,False
2016-02-27 18:08:00,1,42,False
2016-02-27 18:16:00,0,40,False
2016-02-27 18:24:00,0,38,False
2016-02-27 18:32:00,0,36,False
2016-02-27 18:40:00,1,36,False
2016-02-27 18:48:00,0,36,False
2016-02-27 18:56:00,0,35,False
2016-03-01 17:04:00,0,26,False
2016-03-01 17:12:00,0,27,False
2016-03-01 17:20:00,0,28,False
2016-03-01 17:28:00,0,28,False
2016-03-01 17:36:00,0,28,False
2016-03-01 17:44:00,0,29,False
2016-03-01 17:52:00,0,30,False
2016-03-01 18:00:00,0,30,False
2016-03-01 18:08:00,0,32,False
2016-03-01 18:16:00,0,33,False
2016-03-01 18:24:00,0,34,False
2016-03-01 18:32:00,0,35,False
2016-03-01 18:40:00,0,40,False
2016-03-01 18:48:00,0,42,False
2016-03-01 18:56:00,0,41,False
2016-03-01 19:04:00,0,42,False
2016-03-01 19:12:00,0,43,False
2016-03-01 19:20:00,0,47,False
2016-03-01 19:28:00,0,55,False
2016-03-01 19:36:00,0,64,False
2016-03-01 19:44:00,1,100,False
2016-03-01 19:52:00,2,88,False
2016-03-01 20:00:00,1,76,False
2016-03-01 20:08:00,1,76,False
2016-03-01 20:16:00,1,73,False
2016-03-01 20:24:00,1,68,False
2016-03-01 20:32:00,2,79,False
2016-03-01 20:40:00,1,70,False
2016-03-01 20:48:00,1,69,False
2016-03-01 20:56:00,1,68,False
2016-03-01 21:04:00,1,66,False
2016-03-01 21:12:00,1,66,False
2016-03-01 21:20:00,1,63,False
2016-03-01 21:28:00,1,64,False
2016-03-01 21:36:00,1,88,False
2016-03-01 21:44:00,1,84,False
2016-03-01 21:52:00,1,70,False
2016-03-01 22:00:00,1,65,False
2016-03-01 22:08:00,1,59,False
2016-03-01 22:16:00,1,56,False
2016-03-01 22:24:00,1,49,False
2016-03-01 22:32:00,1,47,False
2016-03-01 22:40:00,0,47,False
2016-03-01 22:48:00,0,44,False
2016-03-01 22:56:00,1,43,False
2016-03-05 13:04:00,0,34,False
2016-03-05 13:12:00,0,32,False
2016-03-05 13:20:00,0,34,False
2016-03-05 13:28:00,0,38,False
2016-03-05 13:36:00,0,38,False
2016-03-05 13:44:00,0,36,False
2016-03-05 13:52:00,0,36,False
2016-03-05 14:00:00,0,39,False
2016-03-05 14:08:00,0,46,False
2016-03-05 14:16:00,0,41,False
2016-03-05 14:24:00,0,43,False
2016-03-05 14:32:00,0,56,False
2016-03-05 14:40:00,0,67,False
2016-03-05 14:48:00,0,71,False
2016-03-05 14:56:00,1,94,False
2016-03-05 15:04:00,1,92,False
2016-03-05 15:12:00,1,81,False
2016-03-05 15:20:00,1,80,False
2016-03-05 15:28:00,1,80,False
2016-03-05 15:36:00,1,98,False
2016-03-05 15:44:00,2,95,False
2016-03-05 15:52:00,1,83,False
2016-03-05 16:00:00,1,83,False
2016-03-05 16:08:00,1,84,False
2016-03-05 16:16:00,1,85,False
2016-03-05 16:24:00,1,85,False
2016-03-05 16:32:00,1,84,False
2016-03-05 16:40:00,1,91,False
2016-03-05 16:48:00,1,100,False
2016-03-05 16:56:00,1,86,False
2016-03-05 17:04:00,1,70,False
2016-03-05 17:12:00,1,60,False
2016-03-05 17:20:00,1,55,False
2016-03-05 17:28:00,1,50,False
2016-03-05 17:36:00,1,47,False
2016-03-05 17:44:00,1,44,False
2016-03-05 17:52:00,1,44,False
2016-03-05 18:00:00,0,43,False
2016-03-05 18:08:00,0,41,False
2016-03-05 18:16:00,0,40,False
2016-03-05 18:24:00,0,38,False
2016-03-05 18:32:00,0,36,False
2016-03-05 18:40:00,0,36,False
2016-03-05 18:48:00,0,37,False
2016-03-05 18:56:00,0,36,False
2016-03-19 13:04:00,0,34,False
2016-03-19 13:12:00,0,34,False
2016-03-19 13:20:00,0,34,False
2016-03-19 13:28:00,0,38,False
2016-03-19 13:36:00,0,38,False
2016-03-19 13:44:00,0,36,False
2016-03-19 13:52:00,0,37,False
2016-03-19 14:00:00,0,41,False
2016-03-19 14:08:00,0,41,False
2016-03-19 14:16:00,0,40,False
2016-03-19 14:24:00,0,44,False
2016-03-19 14:32:00,0,47,False
2016-03-19 14:40:00,0,57,False
2016-03-19 14:48:00,0,62,False
2016-03-19 14:56:00,1,85,False
2016-03-19 15:04:00,1,87,False
2016-03-19 15:12:00,1,87,False
2016-03-19 15:20:00,1,93,False
2016-03-19 15:28:00,1,83,False
2016-03-19 15:36:00,1,82,False
2016-03-19 15:44:00,1,87,False
2016-03-19 15:52:00,1,84,False
2016-03-19 16:00:00,1,83,False
2016-03-19 16:08:00,1,88,False
2016-03-19 16:16:00,1,92,False
2016-03-19 16:24:00,1,96,False
2016-03-19 16:32:00,1,93,False
2016-03-19 16:40:00,1,90,False
2016-03-19 16:48:00,2,100,False
2016-03-19 16:56:00,1,98,False
2016-03-19 17:04:00,1,77,False
2016-03-19 17:12:00,1,64,False
2016-03-19 17:20:00,1,57,False
2016-03-19 17:28:00,1,55,False
2016-03-19 17:36:00,1,50,False
2016-03-19 17:44:00,1,48,False
2016-03-19 17:52:00,0,47,False
2016-03-19 18:00:00,1,44,False
2016-03-19 18:08:00,0,43,False
2016-03-19 18:16:00,1,42,False
2016-03-19 18:24:00,1,39,False
2016-03-19 18:32:00,0,41,False
2016-03-19 18:40:00,0,39,False
2016-03-19 18:48:00,1,38,False
2016-03-19 18:56:00,1,38,False
2016-04-02 10:00:00,0,26,False
2016-04-02 10:08:00,0,26,False
2016-04-02 10:16:00,0,27,False
2016-04-02 10:24:00,0,28,False
2016-04-02 10:32:00,0,30,False
2016-04-02 10:40:00,0,34,False
2016-04-02 10:48:00,0,37,False
2016-04-02 10:56:00,0,40,False
2016-04-02 11:04:00,0,39,False
2016-04-02 11:12:00,0,43,False
2016-04-02 11:20:00,0,46,False
2016-04-02 11:28:00,0,51,False
2016-04-02 11:36:00,0,60,False
2016-04-02 11:44:00,1,77,False
2016-04-02 11:52:00,1,78,False
2016-04-02 12:00:00,1,80,False
2016-04-02 12:08:00,1,89,False
2016-04-02 12:16:00,2,82,False
2016-04-02 12:24:00,2,79,False
2016-04-02 12:32:00,2,99,False
2016-04-02 12:40:00,2,86,False
2016-04-02 12:48:00,2,93,False
2016-04-02 12:56:00,2,95,False
2016-04-02 13:04:00,2,100,False
2016-04-02 13:12:00,2,88,False
2016-04-02 13:20:00,2,85,False
2016-04-02 13:28:00,2,81,False
2016-04-02 13:36:00,2,86,False
2016-04-02 13:44:00,2,80,False
2016-04-02 13:52:00,1,71,False
2016-04-02 14:00:00,1,62,False
2016-04-02 14:08:00,1,58,False
2016-04-02 14:16:00,1,54,False
2016-04-02 14:24:00,1,51,False
2016-04-02 14:32:00,1,51,False
2016-04-02 14:40:00,1,47,False
2016-04-02 14:48:00,1,47,False
2016-04-02 14:56:00,1,45,False
2016-04-02 15:04:00,1,43,False
2016-04-02 15:12:00,1,41,False
2016-04-02 15:20:00,1,40,False
2016-04-02 15:28:00,1,39,False
2016-04-02 15:36:00,0,37,False
2016-04-02 15:44:00,1,37,False
2016-04-02 15:52:00,0,39,False
2016-04-02 16:00:00,1,37,False
2016-04-09 13:04:00,0,45,False
2016-04-09 13:12:00,0,44,False
2016-04-09 13:20:00,0,46,False
2016-04-09 13:28:00,0,50,False
2016-04-09 13:36:00,1,65,False
2016-04-09 13:44:00,1,69,False
2016-04-09 13:52:00,0,78,False
2016-04-09 14:00:00,1,100,False
2016-04-09 14:08:00,1,90,False
2016-04-09 14:16:00,1,84,False
2016-04-09 14:24:00,1,90,False
2016-04-09 14:32:00,1,88,False
2016-04-09 14:40:00,2,85,False
2016-04-09 14:48:00,1,86,False
2016-04-09 14:56:00,2,84,False
2016-04-09 15:04:00,1,88,False
2016-04-09 15:12:00,2,94,False
2016-04-09 15:20:00,1,92,False
2016-04-09 15:28:00,2,90,False
2016-04-09 15:36:00,1,92,False
2016-04-09 15:44:00,2,94,False
2016-04-09 15:52:00,2,100,False
2016-04-09 16:00:00,1,78,False
2016-04-09 16:08:00,1,67,False
2016-04-09 16:16:00,1,61,False
2016-04-09 16:24:00,1,54,False
2016-04-09 16:32:00,1,52,False
2016-04-09 16:40:00,1,49,False
2016-04-09 16:48:00,1,47,False
2016-04-09 16:56:00,1,46,False
2016-04-09 17:04:00,0,42,False
2016-04-09 17:12:00,0,42,False
2016-04-09 17:20:00,0,39,False
2016-04-09 17:28:00,0,38,False
2016-04-09 17:36:00,0,39,False
2016-04-09 17:44:00,0,37,False
2016-04-09 17:52:00,0,37,False
2016-04-09 18:00:00,0,37,False
2016-04-09 18:08:00,0,36,False
2016-04-09 18:16:00,0,33,False
2016-04-09 18:24:00,0,35,False
2016-04-09 18:32:00,0,34,False
2016-04-09 18:40:00,0,33,False
2016-04-09 18:48:00,0,35,False
2016-04-09 18:56:00,0,31,False
2016-04-16 15:04:00,0,29,False
2016-04-16 15:12:00,0,30,False
2016-04-16 15:20:00,0,31,False
2016-04-16 15:28:00,0,35,False
2016-04-16 15:36:00,0,37,False
2016-04-16 15:44:00,0,41,False
2016-04-16 15:52:00,0,54,False
2016-04-16 16:00:00,0,57,False
2016-04-16 16:08:00,0,55,False
2016-04-16 16:16:00,0,64,False
2016-04-16 16:24:00,1,80,False
2016-04-16 16:32:00,1,92,False
2016-04-16 16:40:00,1,90,False
2016-04-16 16:48:00,1,84,False
2016-04-16 16:56:00,1,81,False
2016-04-16 17:04:00,1,84,False
2016-04-16 17:12:00,1,84,False
2016-04-16 17:20:00,1,75,False
2016-04-16 17:28:00,1,77,False
2016-04-16 17:36:00,1,87,False
2016-04-16 17:44:00,1,90,False
2016-04-16 17:52:00,1,94,False
2016-04-16 18:00:00,1,94,False
2016-04-16 18:08:00,1,100,False
2016-04-16 18:16:00,1,88,False
2016-04-16 18:24:00,1,77,False
2016-04-16 18:32:00,1,66,False
2016-04-16 18:40:00,1,56,False
2016-04-16 18:48:00,1,53,False
2016-04-16 18:56:00,1,50,False
2016-04-16 19:04:00,0,42,False
2016-04-16 19:12:00,1,40,False
2016-04-16 19:20:00,1,40,False
2016-04-16 19:28:00,0,38,False
2016-04-16 19:36:00,0,36,False
2016-04-16 19:44:00,0,35,False
2016-04-16 19:52:00,0,33,False
2016-04-16 20:00:00,0,32,False
2016-04-16 20:08:00,0,32,False
2016-04-16 20:16:00,0,32,False
2016-04-16 20:24:00,0,31,False
2016-04-16 20:32:00,0,29,False
2016-04-16 20:40:00,0,29,False
2016-04-16 20:48:00,0,29,False
2016-04-16 20:56:00,0,28,False
2016-04-23 13:04:00,0,43,False
2016-04-23 13:12:00,0,42,False
2016-04-23 13:20:00,0,43,False
2016-04-23 13:28:00,0,44,False
2016-04-23 13:36:00,0,46,False
2016-04-23 13:44:00,1,54,False
2016-04-23 13:52:00,1,64,False
2016-04-23 14:00:00,1,81,False
2016-04-23 14:08:00,2,80,False
2016-04-23 14:16:00,2,75,False
2016-04-23 14:24:00,2,78,False
2016-04-23 14:32:00,2,88,False
2016-04-23 14:40:00,2,80,False
2016-04-23 14:48:00,2,80,False
2016-04-23 14:56:00,1,76,False
2016-04-23 15:04:00,2,77,False
2016-04-23 15:12:00,2,78,False
2016-04-23 15:20:00,2,82,False
2016-04-23 15:28:00,2,82,False
2016-04-23 15:36:00,2,76,False
2016-04-23 15:44:00,2,82,False
2016-04-23 15:52:00,3,100,False
2016-04-23 16:00:00,2,80,False
2016-04-23 16:08:00,2,70,False
2016-04-23 16:16:00,1,64,False
2016-04-23 16:24:00,1,59,False
2016-04-23 16:32:00,1,57,False
2016-04-23 16:40:00,1,54,False
2016-04-23 16:48:00,1,56,False
2016-04-23 16:56:00,1,51,False
2016-04-23 17:04:00,1,52,False
2016-04-23 17:12:00,1,46,False
2016-04-23 17:20:00,1,44,False
2016-04-23 17:28:00,1,45,False
2016-04-23 17:36:00,1,43,False
2016-04-23 17:44:00,1,42,False
2016-04-23 17:52:00,1,40,False
2016-04-23 18:00:00,1,43,False
2016-04-23 18:08:00,1,45,False
2016-04-23 18:16:00,1,44,False
2016-04-23 18:24:00,1,42,False
2016-04-23 18:32:00,1,41,False
2016-04-23 18:40:00,1,40,False
2016-04-23 18:48:00,1,40,False
2016-04-23 18:56:00,1,40,False
2016-05-02 18:00:00,0,14,False
2016-05-02 18:08:00,0,15,False
2016-05-02 18:16:00,0,16,False
2016-05-02 18:24:00,0,17,False
2016-05-02 18:32:00,0,19,False
2016-05-02 18:40:00,0,22,False
2016-05-02 18:48:00,0,28,False
2016-05-02 18:56:00,0,41,False
2016-05-02 19:04:00,0,45,False
2016-05-02 19:12:00,0,45,False
2016-05-02 19:20:00,0,47,False
2016-05-02 19:28:00,0,52,False
2016-05-02 19:36:00,0,51,False
2016-05-02 19:44:00,0,56,False
2016-05-02 19:52:00,0,51,False
2016-05-02 20:00:00,0,55,False
2016-05-02 20:08:00,0,56,False
2016-05-02 20:16:00,1,64,False
2016-05-02 20:24:00,0,67,False
2016-05-02 20:32:00,0,72,False
2016-05-02 20:40:00,1,98,False
2016-05-02 20:48:00,1,100,False
2016-05-02 20:56:00,1,82,False
2016-05-02 21:04:00,0,55,False
2016-05-02 21:12:00,0,43,False
2016-05-02 21:20:00,0,35,False
2016-05-02 21:28:00,0,30,False
2016-05-02 21:36:00,0,26,False
2016-05-02 21:44:00,0,23,False
2016-05-02 21:52:00,0,22,False
2016-05-02 22:00:00,0,21,False
2016-05-02 22:08:00,0,19,False
2016-05-02 22:16:00,0,17,False
2016-05-02 22:24:00,0,17,False
2016-05-02 22:32:00,0,16,False
2016-05-02 22:40:00,0,15,False
2016-05-02 22:48:00,0,14,False
2016-05-02 22:56:00,0,14,False
2016-05-02 23:04:00,0,13,False
2016-05-02 23:12:00,0,12,False
2016-05-02 23:20:00,0,11,False
2016-05-02 23:28:00,0,11,False
2016-05-02 23:36:00,0,11,False
2016-05-02 23:44:00,0,10,False
2016-05-02 23:52:00,0,10,False
2016-05-03 00:00:00,0,10,False
2016-05-07 13:04:00,0,38,False
2016-05-07 13:12:00,0,40,False
2016-05-07 13:20:00,0,40,False
2016-05-07 13:28:00,0,44,False
2016-05-07 13:36:00,1,48,False
2016-05-07 13:44:00,0,55,False
2016-05-07 13:52:00,1,62,False
2016-05-07 14:00:00,1,76,False
2016-05-07 14:08:00,1,73,False
2016-05-07 14:16:00,1,78,False
2016-05-07 14:24:00,1,72,False
2016-05-07 14:32:00,1,72,False
2016-05-07 14:40:00,1,79,False
2016-05-07 14:48:00,1,78,False
2016-05-07 14:56:00,1,72,False
2016-05-07 15:04:00,1,78,False
2016-05-07 15:12:00,2,79,False
2016-05-07 15:20:00,1,82,False
2016-05-07 15:28:00,2,100,False
2016-05-07 15:36:00,2,96,False
2016-05-07 15:44:00,2,89,False
2016-05-07 15:52:00,1,96,False
2016-05-07 16:00:00,1,79,False
2016-05-07 16:08:00,1,68,False
2016-05-07 16:16:00,1,62,False
2016-05-07 16:24:00,1,55,False
2016-05-07 16:32:00,1,53,False
2016-05-07 16:40:00,1,51,False
2016-05-07 16:48:00,1,49,False
2016-05-07 16:56:00,1,49,False
2016-05-07 17:04:00,0,47,False
2016-05-07 17:12:00,1,45,False
2016-05-07 17:20:00,1,45,False
2016-05-07 17:28:00,0,42,False
2016-05-07 17:36:00,0,41,False
2016-05-07 17:44:00,1,38,False
2016-05-07 17:52:00,1,39,False
2016-05-07 18:00:00,0,39,False
2016-05-07 18:08:00,1,39,False
2016-05-07 18:16:00,0,38,False
2016-05-07 18:24:00,1,41,False
2016-05-07 18:32:00,0,36,False
2016-05-07 18:40:00,0,39,False
2016-05-07 18:48:00,0,36,False
2016-05-07 18:56:00,0,36,False
2016-05-11 18:00:00,0,44,False
2016-05-11 18:08:00,0,44,False
2016-05-11 18:16:00,0,45,False
2016-05-11 18:24:00,0,50,False
2016-05-11 18:32:00,0,58,False
2016-05-11 18:40:00,0,69,False
2016-05-11 18:48:00,0,79,False
2016-05-11 18:56:00,0,100,False
2016-05-11 19:04:00,1,98,False
2016-05-11 19:12:00,1,88,False
2016-05-11 19:20:00,1,88,False
2016-05-11 19:28:00,1,99,False
2016-05-11 19:36:00,2,89,False
2016-05-11 19:44:00,1,85,False
2016-05-11 19:52:00,1,81,False
2016-05-11 20:00:00,1,88,False
2016-05-11 20:08:00,1,95,False
2016-05-11 20:16:00,1,88,False
2016-05-11 20:24:00,1,94,False
2016-05-11 20:32:00,1,90,False
2016-05-11 20:40:00,1,92,False
2016-05-11 20:48:00,1,99,False
2016-05-11 20:56:00,1,86,False
2016-05-11 21:04:00,1,72,False
2016-05-11 21:12:00,1,64,False
2016-05-11 21:20:00,1,58,False
2016-05-11 21:28:00,1,54,False
2016-05-11 21:36:00,1,49,False
2016-05-11 21:44:00,1,48,False
2016-05-11 21:52:00,0,44,False
2016-05-11 22:00:00,0,45,False
2016-05-11 22:08:00,0,42,False
2016-05-11 22:16:00,0,41,False
2016-05-11 22:24:00,0,40,False
2016-05-11 22:32:00,1,38,False
2016-05-11 22:40:00,0,42,False
2016-05-11 22:48:00,0,39,False
2016-05-11 22:56:00,0,38,False
2016-05-11 23:04:00,0,37,False
2016-05-11 23:12:00,0,34,False
2016-05-11 23:20:00,0,35,False
2016-05-11 23:28:00,0,35,False
2016-05-11 23:36:00,0,34,False
2016-05-11 23:44:00,0,32,False
2016-05-11 23:52:00,0,33,False
2016-05-12 00:00:00,0,31,False
2016-05-15 13:04:00,0,40,False
2016-05-15 13:12:00,0,42,False
2016-05-15 13:20:00,0,42,False
2016-05-15 13:28:00,0,46,False
2016-05-15 13:36:00,0,50,False
2016-05-15 13:44:00,0,59,False
2016-05-15 13:52:00,0,75,False
2016-05-15 14:00:00,1,100,False
2016-05-15 14:08:00,1,93,False
2016-05-15 14:16:00,1,85,False
2016-05-15 14:24:00,1,85,False
2016-05-15 14:32:00,1,77,False
2016-05-15 14:40:00,1,74,False
2016-05-15 14:48:00,1,74,False
2016-05-15 14:56:00,1,73,False
2016-05-15 15:04:00,1,82,False
2016-05-15 15:12:00,1,88,False
2016-05-15 15:20:00,1,88,False
2016-05-15 15:28:00,1,87,False
2016-05-15 15:36:00,1,82,False
2016-05-15 15:44:00,1,84,False
2016-05-15 15:52:00,1,83,False
2016-05-15 16:00:00,1,69,False
2016-05-15 16:08:00,1,64,False
2016-05-15 16:16:00,1,59,False
2016-05-15 16:24:00,1,55,False
2016-05-15 16:32:00,1,51,False
2016-05-15 16:40:00,0,46,False
2016-05-15 16:48:00,0,46,False
2016-05-15 16:56:00,0,44,False
2016-05-15 17:04:00,1,43,False
2016-05-15 17:12:00,1,41,False
2016-05-15 17:20:00,1,40,False
2016-05-15 17:28:00,0,38,False
2016-05-15 17:36:00,0,38,False
2016-05-15 17:44:00,0,37,False
2016-05-15 17:52:00,0,37,False
2016-05-15 18:00:00,0,36,False
2016-05-15 18:08:00,0,35,False
2016-05-15 18:16:00,0,34,False
2016-05-15 18:24:00,0,34,False
2016-05-15 18:32:00,0,32,False
2016-05-15 18:40:00,0,33,False
2016-05-15 18:48:00,0,33,False
2016-05-15 18:56:00,0,36,False
